step,sim_time_s,altitude_km,latitude_deg,longitude_deg,battery_soc,solar_power_w,power_draw_w,in_eclipse,in_saa,fdir_mode,seu_active,gs_visible,panel_eff,drag_coeff,thrust_x,thrust_y,thrust_z,throttle,deep_sleep,payload_on,fdir_overridden,is_done,done_reason
5000,25005,575.3547601128712,55.45476294493225,18.466187506771703,0.892124928880991,88.91597364507518,55,0,0,0,0,3,0.9879552627230576,2.265123644151503,-1,-0.9657434,-1,0,0,1,0,0,0
10000,50005,552.0494046487611,-66.92287612345889,-116.70235443568558,0.9889046843406866,89.71089572150562,55,0,0,0,0,0,0.9967877302389514,2.2900554542887344,-0.9901116,-0.8846027,-0.9999874,0,0,1,0,0,0
15000,75005,576.9086928707593,12.540158207512206,-24.72515751810494,0.9026946053847441,0,30,1,0,0,0,0,0.999898500945064,2.3479198288987453,-1,0.35317263,-0.9999357,0,0,0,0,0,0
20000,100005,572.600822157,43.01368972009196,59.348649357765936,0.9224189866561171,89.39157065766074,55,0,0,0,0,0,0.9932396739740081,2.4134702406498616,-0.99999976,-0.9904599,-1,0,0,1,0,0,0
25000,125005,552.1592536453318,-78.14177171666626,-93.6040372032615,0.9931623027252592,89.96426419634413,55,0,0,0,0,0,0.9996029355149348,2.3613230086210915,-0.98663694,-0.8179922,-0.9999843,0,0,1,0,0,0
30000,150005,579.359223159905,25.128799658499336,18.3495542642504,0.8740896687898002,0,30,1,0,0,0,0,0.993098165582835,2.446818397522941,-1,0.3974665,-0.9999424,0,0,0,0,0,0
35000,175005,569.4501469483412,30.449092243487364,101.6390672454145,0.9401496197147045,88.8265514895752,55,0,0,0,0,0,0.9869616832175021,2.3818020462107516,-0.99999833,-0.9973568,-0.99999994,0,0,1,0,0,0
40000,200005,553.5950882119605,-81.31941133422092,-109.35386361716985,0.977006480063855,88.524409415351,55,0,0,0,0,0,0.9836045490594556,2.4146572946717075,-0.9824314,-0.830709,-0.99998003,0,0,1,0,0,0
45000,225005,580.8082911891197,37.68351369622077,76.01415300060437,0.8679737637596492,0,30,1,0,0,0,0,0.9723702845831176,2.4120102063269866,-1,0.52435476,-0.99990153,0,0,0,0,0,0
50000,250005,566.0554547475349,17.813413532818355,159.59700449907874,0.9351798466362313,86.86011016837728,55,0,0,0,0,0,0.9651123352041919,2.4677737306285765,-0.99999297,-0.9983543,-0.99999994,0,0,1,0,0,0
55000,275005,556.2571485070011,-71.64274895764707,-103.58585607034804,1,87.56488702944024,55,0,0,0,0,0,0.9729431892160026,2.428324013868958,-0.97733164,-0.8095897,-0.9999775,0,0,1,0,0,0
60000,300005,581.2206754797298,50.171440679457085,117.65000789968143,0.8551935155696124,0,30,1,0,0,0,0,0.9641089346602456,2.4772286287735636,-1,0.5700413,-0.99988765,0,0,0,0,0,0
65000,325005,562.6071654101634,5.130894504091092,-157.20862731288315,0.9542928259619264,86.91788773141673,55,0,0,0,0,0,0.9657543081268525,2.4008947555007536,-0.9999831,-0.9982711,-0.9999999,0,0,1,0,0,0
70000,350005,559.9155474356112,-59.58059034570136,-69.44382298360989,0.9947424386168812,87.2141959017929,55,0,0,0,0,0,0.9690466211310322,2.349232182503009,-0.98481977,-0.5923881,-0.99995506,0,0,1,0,0,0
75000,375005,580.646302844928,62.496877734142814,156.86945740670708,0.853426705013287,0,30,1,0,0,0,0,0.9722974304896129,2.2872690577817756,-1,0.61541057,-0.999894,0,0,0,0,0,0
80000,400005,559.3303725258902,-7.5818071918668615,-113.94588789809687,0.9931949348576288,87.6821309566213,55,0,0,0,0,0,0.9742458995180144,2.331466127610815,-0.99995875,-0.99756074,-1,0,0,1,0,0,0
85000,425005,564.2328087000305,-47.10664497714545,-29.43753047433998,0.9964918489581662,0,30,1,0,0,0,0,0.9754690215785331,2.2827153967441545,-0.9999997,0.56039095,-0.9999807,0,0,0,0,0,0
90000,450005,579.1985359607961,74.25645123797155,-171.90844444610096,0.8252966586239134,88.11073717643899,30,0,0,0,0,0,0.9790081908493221,2.2503012631150225,-1,0.11389094,-0.9999991,0,0,1,0,0,0
95000,475005,556.4748303695569,-20.30956834355968,-70.79469324973861,0.9995590325738706,86.98424069577639,55,0,0,0,0,0,0.9664915632864044,2.229712882474442,-0.9998647,-0.9959072,-0.9999999,0,0,1,0,0,0
100000,500005,568.8041607590685,-34.504878182889634,12.501551657827456,0.9697581020937003,0,30,1,0,0,0,0,0.9677407996955091,2.2265653527248332,-0.99999994,0.6071134,-0.99996763,0,0,0,0,0,0
105000,525005,577.0363282862972,82.15425138549773,179.27859946708875,0.8469687629399464,86.67865270308157,55,0,0,0,0,0,0.9630961411453508,2.200106888033956,-1,0.13374901,-0.99999964,0,0,1,0,0,0
110000,550005,554.2968504825176,-33.03245404553115,-27.985555649837494,1,86.45099697981922,55,0,0,0,0,0,0.9605666331091025,2.24058842165263,-0.99914473,-0.99113274,-0.9999995,0,0,1,0,0,0
115000,575005,573.2045860532307,-21.85378112198658,55.26095225260578,0.9474493217541413,0,30,1,0,0,0,0,0.9556423404521718,2.3213601020296473,-1,0.50931454,-0.99995816,0,0,0,0,0,0
120000,600005,574.3415811139466,75.8983979918956,160.09327056978526,0.855673915975523,85.7135944217093,55,0,0,0,0,0,0.9523732713523255,2.280008080151639,-1,-0.025463007,-0.99999976,0,0,1,0,0,0
125000,625005,553.0336892370997,-45.71520946730806,14.065430631476115,1,86.26496766824448,55,0,0,0,0,0,0.958499640758272,2.284602491752927,-0.99709207,-0.983196,-0.9999985,0,0,1,0,0,0
130000,650005,577.0331978638505,-9.185467840001968,113.43442019363577,0.9403843608402801,0,30,1,0,0,0,0,0.9749350215920506,2.317742726642674,-1,0.23395722,-0.9999588,0,0,0,0,0,0
135000,675005,571.2957684008934,64.28354956807098,-156.33797590180566,0.8813826244458275,87.3321005760831,55,0,0,0,0,0,0.9703566730675901,2.375575926109455,-1,-0.75126165,-1,0,0,1,0,0,0
140000,700005,552.8632632853696,-58.282417112902976,69.39295237773823,1,88.13091187799601,55,0,0,0,0,0,0.9792323541999557,2.2499042749816383,-0.9926452,-0.95331013,-0.9999938,0,0,1,0,0,0
145000,725005,579.9596502696004,3.485521877217651,156.69934003919636,0.9348321730816238,0,30,1,0,0,0,0,0.9850132498260931,2.3567762159831025,-1,0.2912675,-0.99994063,0,0,0,0,0,0
150000,750005,568.076205476551,51.910633915072694,-117.7750658047183,0.9089736129175904,89.15030196324116,55,0,0,0,0,0,0.9905589107026797,2.4079629801130653,-1,-0.91038203,-0.9999998,0,0,1,0,0,0
155000,775005,553.8828024374643,-70.48457618177464,104.49170466480889,1,88.28122621478892,55,0,0,0,0,0,0.9809025134976546,2.443137528483732,-0.98442435,-0.8505245,-0.9999842,0,0,1,0,0,0
160000,800005,581.757351330295,16.149486957072284,-160.08359980803928,0.9111187015610789,0,30,1,0,0,0,0,0.9767937413318072,2.3770632116536676,-1,0.44547424,-0.9999168,0,0,0,0,0,0
165000,825005,564.8479516530006,39.31377235877526,-76.38354132154137,0.9099035554361585,87.60346320307194,55,0,0,0,0,0,0.973371813367466,2.445163700511511,-0.99999964,-0.9928784,-0.9999998,0,0,1,0,0,0
170000,850005,556.0777992070125,-80.7238233140872,115.35797213967751,1,87.12460102351471,55,0,0,0,0,0,0.9680511224834968,2.3487034223486645,-0.98443455,-0.79353917,-0.9999819,0,0,1,0,0,0
175000,875005,582.3175565727533,28.79766902701433,-117.11592751508994,0.8723003659772659,0,30,1,0,0,0,0,0.9676592567189163,2.3784697393859013,-1,0.56321615,-0.9998781,0,0,0,0,0,0
180000,900005,561.7693456589095,26.611538813656598,-33.87513469863817,0.9210755949040002,86.27531311551022,55,0,0,0,0,0,0.9586145901723357,2.3873232229420704,-0.99999833,-0.9977857,-1.0000001,0,0,1,0,0,0
185000,925005,559.3177530955927,-78.97613515121819,81.77203498589425,1,86.67134969334428,55,0,0,0,0,0,0.9630149965927143,2.409766786089795,-0.9792277,-0.79530364,-0.9999752,0,0,1,0,0,0
190000,950005,581.6602036180993,41.411740216995916,-74.72275889333046,0.8747608256281328,0,30,1,0,0,0,0,0.9567532663660615,2.431138028955149,-1,0.74747264,-0.9996796,0,0,0,0,0,0
195000,975005,558.998653313919,13.849782730843588,9.137674173414787,0.9621216387783814,87.55339486432091,55,0,0,0,0,0,0.9728154984924545,2.466780048616648,-0.99999183,-0.998534,-0.9999999,0,0,1,0,0,0
200000,1000005,563.3512839706382,-67.93609012315828,101.9221681245758,0.983336125581569,86.75613425163374,55,0,0,0,0,0,0.9639570472403749,2.272784421832345,-0.98448503,-0.77022773,-0.9999723,0,0,1,0,0,0
205000,1025005,579.9096592019223,53.94538035876543,-33.61257812514483,0.8471570670700149,0,30,1,0,0,0,0,0.9645805835536103,2.1748386317022903,-1,0.82154584,-0.9994527,0,0,0,0,0,0
210000,1050005,556.6880570571584,1.0531578804262418,52.35891307238632,0.9776348662363656,87.43651316792116,55,0,0,0,0,0,0.9715168129769018,2.1135744301547534,-0.9999762,-0.998212,-0.9999999,0,0,1,0,0,0
215000,1075005,567.8295316207023,-55.63318760878633,138.7504288683317,1,88.12938924307794,55,0,0,0,0,0,0.9792154360341992,2.128866061674728,-0.99134696,-0.49639657,-0.9999361,0,0,1,0,0,0
220000,1100005,577.2774039827709,66.25455984882444,19.155273772627204,0.8465479351152799,0,30,1,0,0,0,3,0.9766390696295624,2.201850173473033,-1,0.64928937,-0.9998732,0,0,0,0,0,0
225000,1125005,554.990549498466,-11.760333431670738,110.63382855076445,0.9922284622147672,87.96498668244494,55,0,0,0,0,0,0.9773887409160549,2.1111896484174455,-0.99993235,-0.9971771,-0.9999999,0,0,1,0,0,0
230000,1150005,572.3420032257518,-43.0599116547087,-165.3918287515967,0.963795801528348,0,30,1,0,0,0,0,0.9863819613250943,2.1692576021727827,-0.99999976,0.6352779,-0.99997646,0,0,0,0,0,0
235000,1175005,574.0287591316746,77.60659980442247,43.79536437349626,0.8304308784564752,88.36426822480496,55,0,0,0,0,2,0.9818252024978329,2.2128710537895393,-1,0.36600316,-0.9999988,0,0,1,0,0,0
240000,1200005,554.0525843856376,-24.57342295289557,153.6894151020139,0.9975923490995517,88.93236211348015,55,0,0,0,0,0,0.9881373568164462,2.154751302645415,-0.99971855,-0.99454963,-0.9999997,0,0,1,0,0,0
245000,1225005,576.4639152147283,-30.39418942520588,-123.12341866732737,0.973258457042284,0,30,1,0,0,0,0,0.9895260415302357,2.1334342717005073,-1,0.56668544,-0.9999737,0,0,0,0,0,0
250000,1250005,570.4482671512515,81.59423373556264,14.98127984556413,0.8518065483848813,87.94706630166435,55,0,0,0,0,2,0.9771896255740483,2.1209863557268944,-1,-0.3719352,-0.9999997,0,0,1,0,0,0
255000,1275005,553.9927876806842,-37.36435824618287,-163.70962004756922,0.9994425110719012,87.2338597925486,55,0,0,0,0,0,0.9692651088060955,2.233971302120559,-0.99917,-0.99278414,-0.9999997,0,0,1,0,0,0
260000,1300005,579.7989577923099,-17.685812425326795,-80.21563462603602,0.949193105623712,0,30,1,0,0,0,0,0.9756721443263877,2.257215155274445,-1,0.29184717,-0.9999635,0,0,0,0,0,0
265000,1325005,566.812722923708,72.19445813003601,17.48299207450992,0.8570296023149853,88.26864351752104,55,0,0,0,0,2,0.9807627057502338,2.166751967375345,-1,-0.41581368,-0.9999999,0,0,1,0,0,0
270000,1350005,554.9033926170978,-50.093947458009076,-122.11729953744948,1,89.29508465943562,55,0,0,0,0,0,0.9921676073270623,2.173979944323335,-0.9970912,-0.9873753,-0.9999988,0,0,1,0,0,0
275000,1375005,582.0380429783836,-4.9549215441307055,-37.02622767427888,0.934119059277327,0,30,1,0,0,0,0,0.9887448398676548,2.1843714892221278,-1,0.034742653,-0.9999634,0,0,0,0,0,0
280000,1400005,563.3740497921744,60.08221998691719,51.041994095078614,0.902453445226835,88.50290779532168,55,0,0,0,0,2,0.9833656421702409,2.169089659252408,-1,-0.8244275,-1,0,0,1,0,0,0
285000,1425005,556.802584425538,-62.651161881695934,-83.02696969519025,1,88.92936312804221,55,0,0,0,0,0,0.9881040347560246,2.066558913134903,-0.9914451,-0.95324063,-0.9999938,0,0,1,0,0,0
290000,1450005,582.9775798630162,7.785681468312895,6.232405526056181,0.9161112985959922,0,30,1,0,0,0,0,0.9870184465233521,2.043750154246855,-1,0.28360033,-0.9999379,0,0,0,0,0,0
295000,1475005,560.334598220581,47.49282300075387,90.8850323691739,0.9091369643061494,89.17254791768717,55,0,0,0,0,0,0.9908060879743019,2.1061357610979337,-1,-0.91777086,-0.99999994,0,0,1,0,0,0
300000,1500005,559.6252970475616,-74.5905841678194,-52.42883049642675,0.9998688663502594,88.91000545883887,55,0,0,0,0,0,0.9878889495426542,2.16885382995049,-0.9904637,-0.8633792,-0.9999871,0,0,1,0,0,0
305000,1525005,582.5471228338647,20.525371843952374,49.37837804713137,0.8935451438276392,0,30,1,0,0,0,0,0.9876218943055349,2.2454791837707573,-1,0.37749884,-0.99992275,0,0,0,0,0,0
310000,1550005,557.8396235953942,34.73617382286028,147.79607586218194,0.9190961888955139,88.38396884213962,55,0,0,0,0,0,0.9820440982459958,2.2926299948726627,-0.99999964,-0.99431026,-1,0,0,1,0,0,0
315000,1575005,563.2053112666727,-82.2053199169557,-49.7967791799342,0.9983237868903695,88.02124668609804,55,0,0,0,0,0,0.978013852067756,2.275078992624897,-0.98771214,-0.8254794,-0.9999827,0,0,1,0,0,0
320000,1600005,580.8147130558491,33.254491131221556,107.21877610501713,0.8967173590846846,0,30,1,0,0,0,0,0.9879468997617848,2.212046408210263,-1,0.6687869,-0.9997631,0,0,0,0,0,0
